distance,temp,time
4,19.8,496
5,27.6,838
15,23.8,1563
7,24.5,1873
3,,601
6,25,599
8,19.8,1657
6,23.7,872
2,23.9,897
9,,1895
6,,1045
9,26.3,1589
14,22.7,2286
3,22,380
5,,954
8,,497
8,25.8,1410
11,22.5,951
3,27.3,714
6,21,1708
8,22.4,4122
12,16.6,1616
3,,1
5,21.2,2
4,27.6,42
12,24.4,1403
11,18.4,1297
11,22.1,1464
7,,1503
7,18.4,1082
5,,2
18,30.8,16
12,,1311
6,16.6,565
15,,2330
6,28.1,1339
6,24.2,1259
8,16.8,1027
3,13.6,297
5,,588
11,23.3,230
15,19.4,2286
10,,1452
9,,2281
13,27.1,1442
4,24.4,667
12,27.7,1446
19,24.1,2320
3,22.2,1000
7,23.5,2599
13,20,765
15,23.9,1962
5,,2016
10,30.8,1405
3,21.6,701
8,22.7,1188
7,22.8,1368
6,,525
4,25.3,1061
9,20.7,2052
9,,1507
6,,437
5,24.2,719
12,21,8
5,22.6,2057
25,14.9,2631
28,25.6,2877
6,23.7,845
14,19.6,1101
7,21,1200
9,,2397
14,21.9,2051
10,,4400
16,24.3,3156
2,,372
15,24.3,1335
11,18.3,2107
10,25.5,2113
29,20.4,1941
16,24.6,1155
8,20.3,1199
21,22.9,2584
9,20.4,2155
20,19.3,1744
15,27.6,2561
14,24.8,2819
5,,1134
11,16.9,1892
8,,1526
23,,4609
5,25.6,914
13,22.3,7387
13,,2757
7,23.7,701
7,27.6,4461
11,28.6,1280
12,24.7,2126
4,,3
11,,1135
9,26.8,1420
15,20.9,1150
6,30.7,564
8,23.7,2405
8,18.3,15
18,18.3,2100
7,22.9,1414
11,24.2,2674
14,21,1910
8,24.3,845
8,21.9,1412
23,23.2,3825
8,20.8,1132
4,23.9,768
10,17.4,1283
10,19.1,1462
2,27.8,1540
6,18,1220
8,24.7,778
8,17.7,839
18,26.5,2002
13,22.9,2978
5,22.3,2102
18,,10
4,,3
5,28.2,1745
4,30,805
8,26,672
3,26.2,33
5,27.2,1008
9,,2197
12,19.2,1146
20,24.8,2583
9,25.4,1059
6,26.3,1294
2,,455
2,27.5,2
12,24.5,1198
19,29.3,2126
18,24.9,2690
7,15.3,2057
10,19.9,1493
3,25.8,561
10,18.4,1553
8,23.1,1245
9,24.1,1272
4,20.9,1142
10,24.6,1250
14,20.3,1859
9,18.4,1794
9,25.1,1306
3,19,1097
7,18,2160
6,25,1004
6,24.2,1499
5,21.3,4767
5,23.8,1026
11,,1475
8,27,864
6,22,686
10,15.6,1176
4,,608
2,23.5,563
15,23.2,762
14,29.4,1897
8,28.1,1295
4,23.8,536
8,20,1934
15,19.6,1641
2,21.5,622
12,,3555
16,26.8,2509
6,21.4,1365
5,,4
12,19.8,2317
7,22.5,15
15,17.5,1904
8,26.3,836
14,17.1,1497
7,22.8,835
5,19.4,1137
14,,2359
4,20.8,685
7,18.6,257
11,23.6,1366
8,19.8,2003
8,,775
6,16.1,1007
16,30.4,2714
12,20.8,1197
9,,790
12,,2318
8,,1688
9,24.7,1519
8,23.3,1459
9,28.1,1393
5,32.1,2234
9,,986
21,18.6,2073
10,,1171
8,16.2,1169
20,22.8,1879
17,26,1641
2,24.5,895
4,24.3,3
5,15.4,1071
9,18.2,1400
15,27.3,2113
29,28.5,2577
6,,38
20,27.1,1893
18,27.8,2391
18,26.6,2268
1,29.1,409
6,24.1,1992
10,,3312
25,,2076
3,23.5,845
10,23.1,2546
23,18.1,3373
8,24.3,1099
17,,2713
5,23,1326
22,21,2603
15,,2228
6,16.3,1770
8,,1344
7,17.8,333
3,,895
6,20.5,1855
16,,1632
15,26.4,1576
6,27.9,1528
12,24.1,1191
7,26,2640
8,27.4,925
24,20.5,3107
13,20,1623
10,26.4,1491
11,29,2242
13,,1796
7,23.4,1010
11,21.5,1991
2,23.3,627
5,23.9,2064
6,21.3,976
8,26.3,1047
6,23.2,1188
5,,772
4,24.8,759
16,,2037
14,30.1,2198
18,22.7,2851
8,,1600
9,,2116
7,26.5,1084
6,,1362
7,26.3,2526
10,25.2,1183
3,25,1167
6,19.3,1124
6,,885
5,23.2,802
15,29.8,2019
6,29.3,4408
2,22.7,393
13,25.6,815
8,24.8,1815
14,20.6,1653
19,,1589
8,16.5,917
3,27.3,491
9,,2127
17,27.7,3379
28,24.7,2654
9,,2013
9,23.3,1017
8,,1092
13,30,2707
3,25.3,1197
11,,1201
9,25.5,2412
15,20,2472
14,19.9,1860
16,,2854
10,,1471
21,,1905
8,19,1145
6,,2139
14,20,1093
7,,1649
17,17.1,2351
6,,726
14,26.2,967
12,27.9,470
11,23.3,6578
9,25.1,2005
3,26.3,1022
8,22.5,2715
3,26.2,683
12,20.7,2699
11,28.1,1838
17,31.2,3614
14,15.6,1734
11,18.4,1515
14,28.1,1675
10,,1327
9,26.4,3497
5,30.4,465
11,23.7,1743
5,,445
4,21.3,721
19,27.4,2245
10,21.1,1687
6,18.3,1109
12,23.6,1728
13,,1572
2,27.3,830
3,26.4,638
6,20.4,599
3,28.9,802
11,,1367
3,19.2,705
4,,1349
8,15.2,735
4,24,654
13,,1544
24,18,2757
4,23.7,705
14,26.2,1213
1,24.6,461
2,27.6,191
8,22.9,2205
14,24.9,1178
17,,2105
6,,742
7,26.8,1663
8,23,1272
13,,3752
7,26.8,6
10,,1296
22,,4724
1,22.8,274
14,27.1,2277
10,26.5,1056
5,27.6,419
4,31.2,744
9,23,2969
5,24.6,1270
9,25.1,1749
12,23.6,1687
21,19.1,3849
14,22.2,2286
12,25.1,1723
7,23.7,1068
21,,4056
8,22.5,3724
3,25.7,771
14,,2017
17,,1748
7,23.8,1235
4,23,804
16,23,1789
14,,2071
6,,1762
6,22.4,450
6,18,1864
8,24,1331
12,,3449
2,27.2,305
23,21.7,4366
26,26.4,3524
4,20.6,593
7,27.6,1070
4,28.1,128
5,24.4,1156
3,25.5,1036
6,,1189
5,24.3,743
14,21.5,2030
5,,10
12,20.9,2966
4,21.1,515
7,23.8,1128
11,,1579
8,23.3,1199
7,,2265
5,19.9,694
12,23.7,2151
6,,2024
8,29.8,1100
12,29.5,2621
13,24.6,1474
12,21.2,2810
3,,341
11,,1382
12,20.5,2077
6,28.4,1247
8,26.2,1175
9,29.9,1047
10,21.3,1093
6,26.1,1075
6,,719
7,29.6,1013
32,27.7,4021
3,26.2,284
14,28.4,1586
10,,3965
11,16.1,2675
10,,1319
14,23.5,2461
15,25.8,3073
6,15.3,5128
7,27.4,1202
8,28.6,1119
22,27.5,2170
6,19.1,1103
14,,1263
2,17.2,758
8,27.9,1792
4,24.8,746
5,,880
20,25,13
5,27.7,1835
4,25.9,1155
10,18.8,2389
8,18.7,1096
8,,859
10,20.5,13
14,23.7,1623
14,23.5,3457
5,18.3,424
8,25.8,1930
9,29.5,1097
10,20.5,1908
14,16.4,2259
7,,1053
26,28.1,5993
14,,2711
3,26,601
3,23.9,13
19,18.6,1636
16,,1379
14,,2233
11,,2148
9,24.9,1208
6,,1030
12,18.6,1473
7,31,867
9,25.5,2940
7,20.9,2567
20,26.3,1966
10,21.3,852
18,23.4,1836
13,20.3,2627
16,19.9,2904
7,23.9,1011
9,25.3,1845
4,18.5,612
16,24.4,2419
13,18.8,1894
5,22.2,2440
3,,576
21,,1217
22,18.2,1809
3,29.7,939
14,,1993
5,19.6,1195
9,18.9,1947
6,,754
6,28.4,1331
8,,1136
6,25.3,549
7,25.1,1458
6,,567
6,21.4,1162
4,22.3,1114
4,,430
2,23.5,1044
6,26.7,988
15,25.3,1665
8,27,1484
4,,685
13,,1104
8,29.3,1137
11,,2972
7,17.8,1112
9,19.8,1203
10,27.6,2011
7,17.7,1157
11,23.3,1522
16,22.6,2406
23,23.8,3641
4,25.2,1064
5,,1012
8,24,2357
14,,1265
3,30.5,687
9,26,1631
9,17,1043
9,19,1602
10,24.6,1429
18,26.1,1488
4,20.5,614
4,27.8,1049
7,27.4,1309
6,,742
14,18.8,2975
19,28.5,2085
4,27.3,2
12,19.8,1893
7,28.4,864
14,,2106
2,,195
16,23.3,1330
6,,645
20,28.6,2400
1,26.3,2741
8,15.9,3097
13,17,811
18,,1909
4,28.3,826
2,27.5,1486
14,23.4,1222
18,23.8,2166
4,,2
8,27.6,1346
11,,34
6,22.2,937
6,22.3,945
27,23.9,2766
13,,2024
19,,2165
14,25.7,1180
9,24.9,2151
4,23.3,476
3,,5486
3,18,59
3,16.9,372
6,,51
8,19.2,831
12,21.2,1453
8,18.2,2396
5,27.4,1640
3,26.7,843
5,20.2,432
5,19.6,1076
22,22.5,2252
6,,1513
1,,11
10,22.9,775
12,17.6,1223
7,22,1395
6,25.7,1087
8,,545
6,30.6,3241
7,26.6,1301
5,26.1,864
21,26.4,3157
6,,998
7,26.1,3391
6,,890
5,22.4,871
4,21.9,430
7,26.8,1601
11,21.6,2409
6,,1223
9,,2050
4,21.3,493
9,,1258
11,21,3528
5,,1023
2,24.4,2
20,20,1776
3,19.5,2283
5,25.6,996
15,,1086
8,28.3,1070
14,21.2,1734
15,19.4,1918
2,20.1,403
5,22.3,1164
8,17.6,1403
10,19.5,1739
6,28,2054
9,20.2,1249
9,,3624
11,31.1,1498
12,,1850
1,23.7,421
23,27.6,3419
3,29,7
11,,2067
16,,2151
9,26.2,1767
14,24.1,1789
7,17.7,1374
6,,913
4,20.1,576
11,21.7,1103
14,17.8,4578
11,26.6,1861
14,25.3,1921
4,24.8,849
8,21.5,1384
14,,2334
15,24.8,1306
17,,2937
22,27.3,2690
16,30.5,4198
20,25.5,1994
8,28,1050
2,26.2,97
7,,713
19,26.8,2132
2,20.1,859
22,24.3,2685
11,,2363
4,,1908
8,24.5,1376
2,,417
5,20,2840
3,,977
7,27.6,732
8,24.2,840
12,24.1,1587
6,30.7,932
11,18.1,1494
4,18.5,713
7,27.2,3197
3,,507
10,,1547
4,,705
9,13.3,1011
5,28.5,515
12,23.9,4008
6,,1123
4,23.6,704
8,23.6,1240
9,21.1,1154
7,28.1,731
17,22.1,3058
4,,4
3,26.3,340
4,19.8,2676
4,28.2,1393
5,16.4,678
5,,615
18,17.7,2308
18,27.5,2303
5,,565
15,18.6,2439
2,25.8,502
12,24.5,2147
5,22.2,1443
7,,994
11,28.5,1296
12,21.7,1604
5,29.2,1374
7,20.2,1342
13,18.3,1915
14,20.7,1379
7,18.5,1238
8,19.6,1156
8,19.1,1312
5,,1566
6,23.8,1295
13,26.2,3
3,23.4,404
10,18.7,1133
14,23.6,1174
19,23.6,3541
6,27.3,904
16,24.9,1951
8,28.5,1113
10,24.2,1838
13,27.5,2762
8,19.1,1274
13,21.4,3142
5,20.8,1709
10,25.2,1343
3,,680
30,25.3,2467
10,,2784
10,24.9,1964
2,22.6,569
16,20.5,2199
29,30.5,3264
19,22.8,2886
14,25.2,1855
10,19.9,1801
4,,753
11,17.9,1297
3,26.2,65
14,,1472
12,27.8,1351
2,,813
4,,382
3,22.5,358
7,20.8,2332
5,24.1,1
4,18.4,3
9,26.1,1218
15,25.1,2500
17,27.4,2867
12,,1524
8,25,1157
11,15.2,1197
2,24.9,940
7,22.9,1745
10,20.6,1604
5,27.5,1380
8,24.5,1979
6,18,831
5,15.2,1916
11,28.2,1006
14,22.1,2687
3,26.3,606
5,23.2,846
4,23,639
9,17.9,986
4,,870
7,,706
8,30.5,2302
9,20.3,1433
4,29.3,629
21,,1887
14,18,1102
14,29.8,1610
2,16.8,25
7,27.3,1186
1,23.9,321
9,24.3,1473
4,19.9,1357
16,27.8,1619
31,19.8,1958
14,21.5,2346
18,20.7,5051
6,24.3,980
14,25,3006
5,,121
9,22.6,1222
10,,1300
11,,1889
16,25.7,3188
12,,1446
17,25.3,2836
14,14.8,2187
8,24.6,1279
5,,442
8,27,877
6,21.3,2823
11,24.5,2398
6,23,881
5,25.8,1152
4,23.9,1144
3,23.7,1505
5,21.1,1099
16,21.4,1968
7,,1458
14,20.7,1286
9,26.2,1357
22,21,2014
11,26.3,1006
8,,1201
7,30.9,1712
11,,1651
6,,715
13,14.8,1367
9,17.8,2225
4,26.3,3
7,23.6,2574
11,24.7,1622
4,,1069
21,25.6,2092
8,25.4,867
9,18.4,1848
9,23.8,1415
9,26.8,1192
20,,1955
10,24.1,1249
17,25.5,2121
5,18.5,765
14,25,1735
10,25,1209
13,20.8,1190
20,18.3,1855
22,22.7,706
3,22.3,785
13,25.2,3070
9,19.6,728
15,22.4,2881
7,29.4,1473
5,25.2,1069
5,,1637
19,24.5,2811
17,16.8,1894
28,27.2,4060
6,24.7,1696
3,20.7,460
4,,583
3,,525
6,25.5,646
9,25.2,1051
22,31.2,3359
3,24.8,1036
18,19.2,2036
9,24.6,1920
6,17.7,1057
12,22.8,3774
6,23.3,1131
6,24.1,1154
5,18.8,813
9,27.9,1471
12,16.2,2078
17,,424
2,,526
22,,1572
7,,1410
8,,2633
5,27.4,1147
5,20.3,511
14,22.2,1907
7,18.8,859
16,28.6,2681
7,21.1,3718
3,21.8,807
10,25.4,1857
6,28,518
7,24.8,1254
8,27.6,2459
16,26.7,3044
1,,390
8,17.7,2474
2,23.6,239
16,21.1,2414
8,20.3,2554
3,19.8,351
14,26.7,2035
8,,1031
2,,1190
13,,2084
10,21.4,1676
7,,1389
9,23.9,1455
5,,772
12,24.1,1645
22,,1510
16,22.4,1341
4,26.1,557
14,23.5,3683
15,28.4,2140
5,20.4,527
36,,2681
8,19,1060
1,26.3,507
18,,2211
11,,2202
2,15.5,403
1,23.3,389
15,16.6,1627
7,28.3,918
18,19.3,1540
6,20,1118
12,,1250
7,,724
3,24.5,845
7,,1340
21,23.7,2475
8,17.3,1424
11,16.4,1883
9,30.2,4677
8,,1325
19,27.9,1440
12,26.9,886
5,18.2,710
13,19.8,2379
9,,1294
15,,2036
13,18.3,2
8,,1907
5,28.4,1993
8,27.4,1573
5,22.9,1169
6,25.7,3472
14,18.8,2383
9,,1563
16,24.6,2095
13,22.9,1060
14,,1149
13,18.3,1279
4,,1363
11,22.8,1419
5,28.2,916
12,,1253
9,21.5,1258
11,,1064
11,23.7,1436
11,19.3,1790
9,,1835
5,24.9,1450
3,20.1,476
8,29.9,1425
19,21.1,2031
1,26.4,427
6,20.4,1714
6,25.8,980
16,,2174
7,,1427
8,19.3,537
14,27.8,1654
16,28.7,1912
17,28.5,2601
12,21.8,2140
6,,840
19,18.9,1478
6,21,1277
3,25.4,1432
11,18.5,1712
5,,768
5,19.6,624
7,,1055
10,21.1,1852
10,24.4,2583
8,28.1,1031
11,29.8,1411
3,24.8,484
8,31,1563
7,22.5,1177
12,,1301
7,,4599
18,22.2,1908
14,25.1,1737
8,20.2,864
21,,2185
9,21.5,1352
23,,3292
4,27.8,815
22,20,2258
10,23.5,1322
8,,1210
18,25.1,2817
14,,1255
16,27.5,4189
4,21.9,678
5,,688
13,25.4,2393
8,20.2,1044
8,,1365
4,21.3,736
1,23.6,786
5,22.4,1141
13,18,1520
14,,3223
8,,1244
8,24.2,1355
8,27.5,2950
10,17.1,2054
17,20.1,1703
8,24.8,1446
11,26,2074
20,22.2,3187
4,21.4,118
18,24.6,1820
11,21.9,1253
17,27.5,2476
11,22,1380
4,15.6,499
6,20.1,686
2,27.1,1025
9,25.3,1371
9,26.9,795
21,22.1,2823
17,,1535
2,,10
14,26.2,1903
8,23.5,695
14,21.9,3595
18,20.3,2759
5,27.7,492
5,25.8,592
13,29.9,1439
3,24.5,815
8,19.2,4086
4,25.4,1428
12,21.7,2123
16,,1802
13,,2088
7,,1754
9,22.6,901
13,26.8,1644
8,,1111
16,18.9,2036
9,25.1,764
3,24.4,2302
8,21.6,2448
5,23.7,794
8,19.9,2360
3,,913
9,,1197
13,,1153
5,16.1,811
16,26.7,2046
13,23.8,3003
15,22.5,3240
5,,1157
30,27.4,4108
24,21.7,3913
5,17.3,1814
14,20.2,1451
3,26.2,759
10,25.6,1130
3,,928
15,25.6,2099
8,,1979
5,21.5,2170
7,22.7,3332
4,,585
12,24.2,1524
6,22.8,750
20,27.7,2348
8,28.8,1027
7,20.4,4234
6,23.4,1116
14,,1330
13,25,4393
20,17.9,2502
4,29.4,13
6,23.7,870
6,,1119
4,20.3,2865
10,22.2,2685
2,22.3,432
14,19,1245
4,,3
11,28.1,2126
11,27.8,1236
7,20.6,1287
4,24.3,1057
20,20.1,2568
12,19.8,1934
13,,1821
22,17.4,3690
16,27.7,2293
15,19.8,1498
14,20.2,1432
13,26,1579
3,20.7,616
23,23,3902
8,21,1398
11,,1391
11,26.6,1487
3,25.6,1099
19,24.9,1657
5,25.2,648
8,,1725
23,27.8,2784
7,21.4,1880
15,,1389
7,17.4,1784
2,21.9,521
7,19.8,1251
20,19.2,3357
5,22.8,539
2,21.8,1228
1,,219
5,,1745
4,26.2,645
12,,2673
14,27.3,1712
4,21.1,500
8,,3310
6,25.1,2045
18,15.4,1533
14,25.4,2553
4,19.9,693
11,,1252
6,23.6,930
12,26.8,2356
7,20.5,2658
7,14.2,1621
15,24.1,3391
2,,809
6,16.5,1125
21,23.2,3328
8,18.6,1357
7,25.5,1138
3,20.6,8
5,29.4,1329
17,,1955
4,,633
10,25,1054
6,27.6,1292
7,,917
11,,1719
8,,3162
14,21.5,1575
21,22.8,2138
1,25.8,719
15,,1212
7,28.1,1190
18,28.2,2394
5,,1544
4,,1464
3,24.6,19
14,27,1946
21,22.6,1891
4,22.2,1909
22,27.9,2338
6,,1141
6,22.2,1520
8,,2215
4,24.6,1289
4,,1014
21,25.2,2720
4,23.4,1270
5,,721
9,18.7,2365
20,18.9,3690
8,24.5,2442
11,17,1467
13,17.4,2834
17,23.5,2347
18,23.6,1541
18,,1751
19,25.2,1676
11,,4678
8,,1150
11,25.2,2347
5,20,751
5,21.6,575
12,23,1285
8,24.9,1378
10,,2184
17,25.6,2677
7,28.7,1197
3,17.9,927
25,28.1,1103
13,18.2,3760
7,24.4,1255
12,16.3,1292
21,20.2,2557
18,26.8,1690
27,26.1,4589
17,26.1,1166
5,,871
5,20.2,814
9,21.9,1342
3,29.4,1197
7,20,2432
8,21.3,2423
10,,1790
3,,485
2,,1762
13,20.1,1626
6,28.3,1580
2,27.2,376
2,21.6,1426
7,21,995
8,20,1196
3,22.1,697
6,20,723
11,25.7,2267
24,23.9,2653
5,27,672
11,,1289
4,19.6,893
4,29.5,1954
9,15.3,1615
5,27.9,705
6,22.1,465
7,21.5,1857
8,25.8,1573
14,22.9,885
5,18.3,699
28,,2799
23,,2197
8,22,1766
10,,55
7,23.6,728
19,,2960
4,27.5,599
10,26.4,1343
24,,2323
16,,3757
7,23.4,1181
5,22.4,301
10,20.9,1343
9,18.4,1164
13,17.6,1365
21,,1854
9,21.8,1576
2,27.3,3255
12,,1144
7,18.3,1685
5,29.9,854
16,21.2,1344
9,18.8,1178
18,25.6,2019
19,25.4,1701
4,25.2,811
12,19.2,1190
13,21.5,1620
6,25.3,852
12,27.9,1699
13,28,1602
7,18.5,802
8,,1309
4,28.6,586
14,26,2689
3,,715
2,19.9,2000
20,25.1,2711
6,23.5,1238
6,27.9,477
4,20.8,737
10,18,1025
9,21.9,1146
10,22.6,1107
21,25.5,2726
9,22.6,1320
7,19.4,1295
5,26.2,716
11,21.7,3
5,27.3,2
16,20.9,2551
1,19.1,14
4,,4
9,22.4,1323
11,22.1,1186
8,22.4,1281
3,19.1,607
11,25,1304
4,20.8,852
5,28,1424
4,27.3,725
6,20.8,966
13,20.5,1180
14,26,2130
10,24.7,1470
6,24.5,749
3,22.1,1046
6,21.3,728
12,24.6,1223
6,25.2,1707
5,23.1,1005
19,24.5,1620
2,22.6,6
20,25.3,1879
13,27.9,1147
3,27.1,430
13,,1559
16,,2979
1,,542
9,19.3,1658
8,26.2,2677
14,23.7,2024
21,26.3,3190
9,27.3,1456
5,25.5,22
5,28,1926
20,18,2020
9,25.1,1297
3,,671
8,,1259
11,17.6,1000
6,19,753
2,19.9,235
7,25.9,1195
15,27.6,2230
3,21.6,490
8,24.1,1054
7,,5
25,28.3,3749
6,26.2,800
3,23.6,555
15,,2651
13,17.8,3069
6,23.3,886
8,21.3,2014
9,24.2,894
5,,1483
9,27.3,4013
11,20,3108
4,24.1,708
6,,1429
9,,4175
2,23,743
8,21.1,1700
6,,953
9,26.5,5039
8,20.8,1422
4,20.2,976
4,,1044
7,19.4,687
20,26.1,1925
5,25.5,794
12,,4
21,20.4,2312
8,,1067
4,27.6,886
5,21.1,1392
9,19,1100
14,19.2,1851
19,18,2953
29,28.2,2878
6,27.4,777
15,26.5,1910
8,,1824
7,31.2,1446
3,,1037
15,,1675
23,19.2,2350
9,28.8,1152
14,27.5,1115
4,15.5,362
8,22.9,988
9,16.8,1259
6,23.1,6
10,24.9,2393
13,20.1,2267
9,23.1,1369
13,19.7,3567
18,25.7,2283
15,16.7,2359
1,25.7,34
10,23.1,1419
20,27.4,4409
11,,2556
4,23.6,1991
4,19,1540
2,19.2,595
17,24.3,1404
5,22.1,1053
16,,2282
8,22.2,1613
8,15.6,2156
13,18.3,2598
11,14.5,1590
3,23.8,814
12,,5641
13,18.4,1502
15,,1576
10,28.6,1913
10,28.5,1696
8,17.7,877
4,23.1,906
5,28.1,659
8,,1075
5,,849
12,23.6,2662
8,,1609
6,21.8,1297
16,,4163
5,23.5,1442
9,18.3,1260
4,22.6,711
8,,1118
6,23.9,4207
8,24.6,829
8,26.5,1155
18,18.8,1800
4,19,829
20,18.8,1927
4,26.1,628
15,21.1,2089
17,26,2000
6,24.6,1013
7,23.1,1447
12,,3679
13,26,1597
5,23.9,747
8,26.3,71
4,18.3,1893
6,26.8,1869
5,21.1,564
2,21.1,350
3,,259
10,23.9,2083
10,,1486
3,20.4,113
8,15.1,849
14,25.1,2054
5,24.8,1523
20,29.3,3146
17,16.6,1849
12,23.8,1484
7,27,943
10,25.6,2471
23,18.8,2719
14,23,1320
8,25.1,2782
11,21.6,2591
12,28,1775
11,21.1,1351
6,24.9,875
11,20.2,1097
15,26.8,1817
6,,3504
21,,1690
7,,748
18,20.3,2307
7,,1386
4,28.3,301
11,19.1,1697
21,18.5,2016
7,18.5,3817
5,26.9,4562
16,18.5,2031
5,24.8,2
18,21.3,2271
7,22.9,719
5,,787
8,23.8,36
20,24.5,513
15,21.2,2031
6,,1046
15,19,2146
10,17.6,1550
14,29.3,2100
10,26.7,1155
4,,538
4,26.1,4
7,19.8,2982
3,20.1,1472
2,21.7,358
10,,1628
2,,5
1,,449
16,,1526
6,,1025
14,22.5,1482
6,19.1,1406
12,24,3109
1,19.8,316
14,21.4,979
12,26.6,1455
5,20.4,1290
3,,819
4,30.5,1181
8,27.7,1470
13,,1729
3,26.3,744
8,20.9,1520
4,18.3,71
11,25.3,1214
15,22.2,2609
4,27.4,33
13,24.7,2116
8,20.7,1340
6,26.2,874
11,21.2,2709
13,23.6,1614
5,22.9,630
15,24.6,1065
3,22.1,1007
3,31.2,1019
13,25.1,1851
2,28.7,594
2,,187
17,21.6,3861
17,27.9,2597
9,,382
15,,1743
8,,2363
5,26,757
8,27,1317
9,18.4,1792
15,23.6,2029
14,,2090
8,,1268
9,23.8,1076
3,17.8,677
22,28.9,2097
8,24.2,1201
7,20.9,1746
12,27.8,1373
8,20.2,1005
3,22.7,1401
3,,598
19,25.6,1482
14,,3
9,22.4,989
8,18.1,3539
7,19.2,865
11,27.4,1033
5,,53
13,,1198
20,,2838
10,25,3779
11,22.5,2117
25,22,2907
11,,1410
4,,1160
6,25.2,4519
18,29.2,1249
4,27.8,310
6,27.6,1463
15,26.5,3122
7,25.5,2384
8,24.1,1304
17,20.5,2818
14,25.4,398
14,23.8,1842
10,27.9,1450
8,18.4,1845
7,23.5,754
6,,1439
7,19.6,1357
10,27.3,1230
7,,2033
6,24.6,924
5,19.3,699
6,26.5,1179
2,28.1,7
17,15.6,4108
5,19,617
8,17.3,1269
10,25.6,5
21,20.6,2178
9,21.1,1522
4,18,2220
18,23.9,2737
24,18.1,2660
3,20.8,139
8,19.2,1076
14,,1741
28,22.9,4224
4,21.7,539
12,,2026
7,25.3,1680
4,27.3,684
3,,4
18,27.4,1417
5,28.3,3822
7,28,1792
11,21.4,1314
12,22.3,4595
7,25.1,1492
4,25.3,838
14,24.2,1398
21,26.5,2940
4,,371
5,25.7,1473
9,27.8,1456
18,27.9,2125
16,,1353
6,24,1289
4,25,621
10,20.4,2594
13,19.6,1205
19,26.5,3403
5,25.8,727
5,24.8,1278
9,25.2,850
15,24.3,2520
7,18.5,911
25,27.2,2531
12,28.2,1404
14,22.4,3911
8,30.1,2264
8,24.6,721
23,23,3919
4,24.9,1047
16,26.8,2005
10,24.5,1019
5,23.2,798
8,25.4,1878
12,20.6,1456
7,,3805
5,28.2,1
9,,1822
6,28.4,1796
10,24.5,1594
7,19.3,1175
8,20.9,599
15,21.9,2772
6,23.3,917
7,24.4,2460
7,18.7,4194
4,23.7,1802
3,,749
4,27.7,815
6,23.6,1548
12,24.8,1249
8,25.3,1770
10,25.2,1526
7,,2159
13,29.1,1484
28,,4317
3,24.9,673
1,24.9,5
4,22.1,1342
9,19.8,1584
4,21.8,729
22,20.8,4457
15,23.1,4660
4,23.9,1577
17,22.3,3610
10,25,2053
12,24.7,1480
6,23.1,2273
5,,1173
10,,1752
12,21,3829
11,,1755
4,,632
14,19.3,1840
15,19.9,1166
12,,1416
2,31.2,457
5,19.4,1109
8,,1014
14,18.8,465
11,15.1,1855
11,18.9,1242
12,22.7,1033
15,24,1312
7,20,1214
5,21.2,906
11,17.7,1460
5,,612
7,,2544
6,,1122
7,27.3,1075
6,26.4,708
10,26.7,1471
7,,1289
6,21.5,1631
5,,835
13,,1543
9,25.3,1200
7,,635
4,,800
12,18.8,2048
10,20.9,1466
5,23.2,608
12,28.2,1618
10,,1874
12,22.2,1445
8,24.1,1140
4,,680
5,22.4,909
7,24.7,900
15,28.7,1853
26,19.8,3972
8,,2156
9,20.2,1975
8,,697
9,,1848
10,21,969
7,29.9,1312
12,22.8,1508
17,23.2,3002
11,,831
12,24.4,1844
18,17.4,3032
4,,731
3,17.8,434
9,31,1300
5,28.5,2702
4,20.5,615
6,28.6,772
13,18.5,1586
15,23.7,1624
21,,1793
19,22.8,2546
6,26.2,981
12,20.5,1365
20,27.3,2956
2,22.5,824
5,23.6,591
7,28.7,2562
12,,1864
7,,1681
3,29.1,625
13,16.2,2128
6,20.6,1681
21,25.8,2220
10,26.7,1429
1,,3
15,,3500
6,,1630
8,30.6,1380
1,14.6,416
10,,1891
3,23,401
11,26.7,864
3,27.6,1973
10,20.9,1258
18,21.7,3309
14,15.4,1824
7,23.3,1089
12,,1252
7,25.3,998
5,25.1,553
3,,548
10,,1057
7,20.7,1676
5,,667
11,22.9,1675
7,18.4,2101
9,,2746
11,18.7,1566
6,17.8,1073
5,26.4,2726
3,,3113
4,31.1,1123
10,24.1,1134
22,,2134
6,24.2,854
8,27.6,1156
7,22.6,2209
8,,1413
6,26.8,3197
15,28.5,3203
6,22.4,2581
3,24.6,591
9,27.2,1270
19,,1756
10,23.6,1878
17,24.7,1599
3,21.3,1301
10,24.2,890
6,22.9,1228
20,,2522
3,,357
4,18.6,477
1,19.5,14
8,17,770
5,23.8,742
11,20.7,1195
14,28.1,555
17,,3120
8,,651
15,19.1,3201
12,29.1,1604
17,28.1,1733
3,26,378
3,22.7,1
18,,2914
22,22.5,4550
4,27.8,2
8,,1367
2,23.6,2
30,18.9,3993
8,,885
2,26,738
11,,818
8,22.1,1478
9,18.5,1596
5,28,1
10,14.3,1436
9,27,669
21,26.8,2973
6,17.7,1506
23,21.7,3099
8,24.5,3228
5,26.3,1297
13,23.1,2722
7,27.1,1968
7,,1422
10,16.2,1404
6,,974
3,21.4,1396
9,23.7,1404
3,23.4,340
4,19.1,489
23,18.5,2424
8,25.6,1169
7,30.1,3
9,16.6,1247
9,23.9,717
